,State,Title,Year,epa,epa_change
1687,Nevada,Total Petroleum Systems (annual),2016,173222.812224,-31270.684544000018
1688,Nevada,Total Petroleum Systems (annual),2017,178653.854544,5431.042320000008
1689,Nevada,Total Petroleum Systems (annual),2018,155955.447232,-22698.407311999996
1690,Nevada,Total Petroleum Systems (annual),2019,156374.319488,418.8722560000024
1691,Nevada,Total Petroleum Systems (annual),2020,168364.64947200002,11990.32998400001
1692,Nevada,Total Waste (annual),2012,25920632.2290572,
1693,Nevada,Total Waste (annual),2013,24586343.45323047,-1334288.7758267298
1694,Nevada,Total Waste (annual),2014,28609596.45465547,4023253.001424998
1695,Nevada,Total Waste (annual),2015,25085536.643049777,-3524059.811605692
1696,Nevada,Total Waste (annual),2016,25531272.125631213,445735.48258143663
1697,Nevada,Total Waste (annual),2017,19995340.036976703,-5535932.088654511
1698,Nevada,Total Waste (annual),2018,23557130.754418552,3561790.7174418494
1699,Nevada,Total Waste (annual),2019,23757735.67504702,200604.92062846944
1700,Nevada,Total Waste (annual),2020,22996316.549335003,-761419.1257120185
1701,New Hampshire,Total Agriculture (annual),2012,6634085.518720001,
1702,New Hampshire,Total Agriculture (annual),2013,6604149.630463999,-29935.888256002218
1703,New Hampshire,Total Agriculture (annual),2014,6494492.004608,-109657.62585599907
1704,New Hampshire,Total Agriculture (annual),2015,6675859.36128,181367.35667200014
1705,New Hampshire,Total Agriculture (annual),2016,7078342.971136,402483.60985600017
1706,New Hampshire,Total Agriculture (annual),2017,7034098.657792,-44244.31334399991
1707,New Hampshire,Total Agriculture (annual),2018,7130557.512192,96458.8543999996
1708,New Hampshire,Total Agriculture (annual),2019,7118454.49472,-12103.017471999861
1709,New Hampshire,Total Agriculture (annual),2020,7123107.761152001,4653.266432001255
1710,New Hampshire,Total Coal Mines (annual),2012,0.0,
1711,New Hampshire,Total Coal Mines (annual),2013,0.0,0.0
1712,New Hampshire,Total Coal Mines (annual),2014,0.0,0.0
1713,New Hampshire,Total Coal Mines (annual),2015,0.0,0.0
1714,New Hampshire,Total Coal Mines (annual),2016,0.0,0.0
1715,New Hampshire,Total Coal Mines (annual),2017,0.0,0.0
1716,New Hampshire,Total Coal Mines (annual),2018,0.0,0.0
1717,New Hampshire,Total Coal Mines (annual),2019,0.0,0.0
1718,New Hampshire,Total Coal Mines (annual),2020,0.0,0.0
1719,New Hampshire,Total Methane (annual),2012,38632478.03392,
1720,New Hampshire,Total Methane (annual),2013,39570726.3744,938248.3404799998
1721,New Hampshire,Total Methane (annual),2014,39090130.804736,-480595.569663994
1722,New Hampshire,Total Methane (annual),2015,41089905.830912,1999775.0261759982
1723,New Hampshire,Total Methane (annual),2016,41904165.455872,814259.6249599978
1724,New Hampshire,Total Methane (annual),2017,44818498.450432,2914332.9945600033
1725,New Hampshire,Total Methane (annual),2018,47425736.869888,2607238.4194559976
1726,New Hampshire,Total Methane (annual),2019,47962012.198912,536275.329024002
1727,New Hampshire,Total Methane (annual),2020,46289979.281408,-1672032.9175040051
1728,New Hampshire,Total Natural Gas Systems (annual),2012,4033631.97155125,
1729,New Hampshire,Total Natural Gas Systems (annual),2013,3673376.5434,-360255.42815125035
1730,New Hampshire,Total Natural Gas Systems (annual),2014,3739044.094074875,65667.55067487527
1731,New Hampshire,Total Natural Gas Systems (annual),2015,4012016.0470506256,272971.95297575044
1732,New Hampshire,Total Natural Gas Systems (annual),2016,4025388.29721825,13372.25016762456
1733,New Hampshire,Total Natural Gas Systems (annual),2017,3769252.0642568734,-256136.23296137666
1734,New Hampshire,Total Natural Gas Systems (annual),2018,3767078.976228376,-2173.0880284975283
1735,New Hampshire,Total Natural Gas Systems (annual),2019,3793696.2975142496,26617.32128587365
1736,New Hampshire,Total Natural Gas Systems (annual),2020,3880327.0321846246,86630.73467037501
1737,New Hampshire,Total Other (annual),2012,4514269.532501001,
1738,New Hampshire,Total Other (annual),2013,5447882.599315,933613.0668139989
1739,New Hampshire,Total Other (annual),2014,5590222.948134,142340.34881900065
1740,New Hampshire,Total Other (annual),2015,5219003.884485,-371219.0636490006
1741,New Hampshire,Total Other (annual),2016,4648916.771144,-570087.1133409999
1742,New Hampshire,Total Other (annual),2017,6376220.354103,1727303.582959
1743,New Hampshire,Total Other (annual),2018,6935192.303279,558971.9491760004
1744,New Hampshire,Total Other (annual),2019,7162650.387502001,227458.08422300033
1745,New Hampshire,Total Other (annual),2020,6217236.212937,-945414.1745650005
1746,New Hampshire,Total Petroleum Systems (annual),2012,0.0,
1747,New Hampshire,Total Petroleum Systems (annual),2013,0.0,0.0
1748,New Hampshire,Total Petroleum Systems (annual),2014,0.0,0.0
1749,New Hampshire,Total Petroleum Systems (annual),2015,0.0,0.0
1750,New Hampshire,Total Petroleum Systems (annual),2016,0.0,0.0
1751,New Hampshire,Total Petroleum Systems (annual),2017,0.0,0.0
1752,New Hampshire,Total Petroleum Systems (annual),2018,0.0,0.0
1753,New Hampshire,Total Petroleum Systems (annual),2019,0.0,0.0
1754,New Hampshire,Total Petroleum Systems (annual),2020,0.0,0.0
1755,New Hampshire,Total Waste (annual),2012,23450490.749354124,
1756,New Hampshire,Total Waste (annual),2013,23845317.127705373,394826.3783512488
1757,New Hampshire,Total Waste (annual),2014,23266371.827898625,-578945.2998067476
1758,New Hampshire,Total Waste (annual),2015,25183025.916477125,1916654.0885784999
1759,New Hampshire,Total Waste (annual),2016,26151517.612465,968491.6959878765
1760,New Hampshire,Total Waste (annual),2017,27638927.89805313,1487410.2855881266
1761,New Hampshire,Total Waste (annual),2018,29592908.997607376,1953981.0995542482
1762,New Hampshire,Total Waste (annual),2019,29887211.25185413,294302.2542467527
1763,New Hampshire,Total Waste (annual),2020,29069308.89358875,-817902.3582653776
1764,New Jersey,Total Agriculture (annual),2012,4968289.606176,
1765,New Jersey,Total Agriculture (annual),2013,4921582.150367999,-46707.45580800064
1766,New Jersey,Total Agriculture (annual),2014,4513986.604599999,-407595.5457680002
1767,New Jersey,Total Agriculture (annual),2015,4756460.499744,242473.89514400065
1768,New Jersey,Total Agriculture (annual),2016,4964696.675112,208236.17536799982
1769,New Jersey,Total Agriculture (annual),2017,4961783.443539999,-2913.23157200031
1770,New Jersey,Total Agriculture (annual),2018,4755094.285168,-206689.15837199986
1771,New Jersey,Total Agriculture (annual),2019,4751362.20976,-3732.0754079995677
1772,New Jersey,Total Agriculture (annual),2020,4748048.608772,-3313.6009879997
1773,New Jersey,Total Coal Mines (annual),2012,0.0,
1774,New Jersey,Total Coal Mines (annual),2013,0.0,0.0
1775,New Jersey,Total Coal Mines (annual),2014,0.0,0.0
1776,New Jersey,Total Coal Mines (annual),2015,0.0,0.0
1777,New Jersey,Total Coal Mines (annual),2016,0.0,0.0
1778,New Jersey,Total Coal Mines (annual),2017,0.0,0.0
1779,New Jersey,Total Coal Mines (annual),2018,0.0,0.0
1780,New Jersey,Total Coal Mines (annual),2019,0.0,0.0
1781,New Jersey,Total Coal Mines (annual),2020,0.0,0.0
1782,New Jersey,Total Methane (annual),2012,177795758.306816,
1783,New Jersey,Total Methane (annual),2013,181063964.798976,3268206.4921599925
1784,New Jersey,Total Methane (annual),2014,178515824.61286402,-2548140.1861119866
1785,New Jersey,Total Methane (annual),2015,179252392.421376,736567.8085119724
1786,New Jersey,Total Methane (annual),2016,171834004.657152,-7418387.764223993
1787,New Jersey,Total Methane (annual),2017,162095275.64288,-9738729.014272004
1788,New Jersey,Total Methane (annual),2018,154856497.088512,-7238778.554367989
1789,New Jersey,Total Methane (annual),2019,156392955.00851202,1536457.9200000167
1790,New Jersey,Total Methane (annual),2020,153642764.759552,-2750190.248960018
1791,New Jersey,Total Natural Gas Systems (annual),2012,54012838.50708,
1792,New Jersey,Total Natural Gas Systems (annual),2013,53676737.961,-336100.5460800007
1793,New Jersey,Total Natural Gas Systems (annual),2014,54417466.635936,740728.6749359965
1794,New Jersey,Total Natural Gas Systems (annual),2015,55947038.06288001,1529571.42694401
1795,New Jersey,Total Natural Gas Systems (annual),2016,56389182.090088,442144.027207993
1796,New Jersey,Total Natural Gas Systems (annual),2017,54813521.201792,-1575660.8882960007
1797,New Jersey,Total Natural Gas Systems (annual),2018,55334876.676184,521355.47439199686
1798,New Jersey,Total Natural Gas Systems (annual),2019,55761093.01088,426216.3346960023
1799,New Jersey,Total Natural Gas Systems (annual),2020,55993266.510144,232173.49926400185
1800,New Jersey,Total Other (annual),2012,11256178.207136,
1801,New Jersey,Total Other (annual),2013,12392534.253418,1136356.0462820008
1802,New Jersey,Total Other (annual),2014,12845777.3221885,453243.0687704999
1803,New Jersey,Total Other (annual),2015,12284564.732672,-561212.5895165
1804,New Jersey,Total Other (annual),2016,11484618.829472,-799945.9032000005
1805,New Jersey,Total Other (annual),2017,8392246.685464,-3092372.1440079994
1806,New Jersey,Total Other (annual),2018,8825846.8122115,433600.12674750015
1807,New Jersey,Total Other (annual),2019,9024808.7214725,198961.9092609994
1808,New Jersey,Total Other (annual),2020,8299160.501514999,-725648.2199575007
1809,New Jersey,Total Petroleum Systems (annual),2012,656429.568,
1810,New Jersey,Total Petroleum Systems (annual),2013,549006.067712,-107423.50028799998
1811,New Jersey,Total Petroleum Systems (annual),2014,567287.0789119999,18281.01119999995
1812,New Jersey,Total Petroleum Systems (annual),2015,606014.9637119999,38727.8848
1813,New Jersey,Total Petroleum Systems (annual),2016,608819.69152,2804.727808000054
1814,New Jersey,Total Petroleum Systems (annual),2017,681789.882368,72970.190848
1815,New Jersey,Total Petroleum Systems (annual),2018,559095.128064,-122694.75430399994
1816,New Jersey,Total Petroleum Systems (annual),2019,635298.127872,76202.99980799994
1817,New Jersey,Total Petroleum Systems (annual),2020,553334.235136,-81963.89273600001
1818,New Jersey,Total Waste (annual),2012,106902022.031638,
1819,New Jersey,Total Waste (annual),2013,109524103.296722,2622081.2650839984
1820,New Jersey,Total Waste (annual),2014,106171305.130156,-3352798.1665659994
1821,New Jersey,Total Waste (annual),2015,105658313.306354,-512991.8238019943
1822,New Jersey,Total Waste (annual),2016,98386687.795976,-7271625.510378003
1823,New Jersey,Total Waste (annual),2017,93245931.351482,-5140756.444493994
1824,New Jersey,Total Waste (annual),2018,85381585.107068,-7864346.244414002
1825,New Jersey,Total Waste (annual),2019,86220393.336992,838808.2299239933
1826,New Jersey,Total Waste (annual),2020,84048954.745828,-2171438.591163993
1827,New Mexico,Total Agriculture (annual),2012,208287957.503872,
1828,New Mexico,Total Agriculture (annual),2013,199333135.1616,-8954822.342272013
1829,New Mexico,Total Agriculture (annual),2014,191017991.021792,-8315144.139807999
1830,New Mexico,Total Agriculture (annual),2015,189316366.400352,-1701624.6214399934
1831,New Mexico,Total Agriculture (annual),2016,189308049.465184,-8316.935167998075
1832,New Mexico,Total Agriculture (annual),2017,199621299.543808,10313250.07862401
1833,New Mexico,Total Agriculture (annual),2018,200393569.215232,772269.6714240015
1834,New Mexico,Total Agriculture (annual),2019,200243370.623792,-150198.591440022
1835,New Mexico,Total Agriculture (annual),2020,200097606.576048,-145764.04774400592
1836,New Mexico,Total Coal Mines (annual),2012,49665557.757076,
1837,New Mexico,Total Coal Mines (annual),2013,65903979.029296,16238421.27222
1838,New Mexico,Total Coal Mines (annual),2014,51770588.895312,-14133390.133984007
1839,New Mexico,Total Coal Mines (annual),2015,61392276.457444005,9621687.562132008
1840,New Mexico,Total Coal Mines (annual),2016,45461877.57569601,-15930398.881747998
1841,New Mexico,Total Coal Mines (annual),2017,40390006.023524,-5071871.552172005
1842,New Mexico,Total Coal Mines (annual),2018,31951506.393392,-8438499.630132
1843,New Mexico,Total Coal Mines (annual),2019,28562733.4839,-3388772.909492001
1844,New Mexico,Total Coal Mines (annual),2020,25488610.219508,-3074123.2643919997
1845,New Mexico,Total Methane (annual),2012,877120932.504,
1846,New Mexico,Total Methane (annual),2013,893443888.647104,16322956.143104076
1847,New Mexico,Total Methane (annual),2014,874251407.276032,-19192481.371072054
1848,New Mexico,Total Methane (annual),2015,898251331.9574399,23999924.68140793
1849,New Mexico,Total Methane (annual),2016,861631964.8004799,-36619367.15696001
1850,New Mexico,Total Methane (annual),2017,881525587.1230402,19893622.32256031
1851,New Mexico,Total Methane (annual),2018,904226141.5046082,22700554.381567955
1852,New Mexico,Total Methane (annual),2019,917630557.31328,13404415.808671832
1853,New Mexico,Total Methane (annual),2020,876270726.4496322,-41359830.86364782
1854,New Mexico,Total Natural Gas Systems (annual),2012,498858668.3413417,
1855,New Mexico,Total Natural Gas Systems (annual),2013,498942676.0494064,84007.70806473494
1856,New Mexico,Total Natural Gas Systems (annual),2014,499284119.7613517,341443.71194529533
1857,New Mexico,Total Natural Gas Systems (annual),2015,520929755.5970365,21645635.835684776
1858,New Mexico,Total Natural Gas Systems (annual),2016,507430174.8430231,-13499580.75401336
1859,New Mexico,Total Natural Gas Systems (annual),2017,515740888.87995136,8310714.0369282365
1860,New Mexico,Total Natural Gas Systems (annual),2018,540560719.2960908,24819830.416139483
1861,New Mexico,Total Natural Gas Systems (annual),2019,545990254.6983838,5429535.402292967
1862,New Mexico,Total Natural Gas Systems (annual),2020,516910326.487518,-29079928.210865796
1863,New Mexico,Total Other (annual),2012,7067799.641473494,
1864,New Mexico,Total Other (annual),2013,7621475.394174047,553675.7527005533
1865,New Mexico,Total Other (annual),2014,7540873.376446457,-80602.01772759017
1866,New Mexico,Total Other (annual),2015,7322413.607350567,-218459.7690958893
1867,New Mexico,Total Other (annual),2016,7022083.739914354,-300329.8674362134
1868,New Mexico,Total Other (annual),2017,7671119.223409758,649035.483495404
1869,New Mexico,Total Other (annual),2018,8895633.264393749,1224514.0409839908
1870,New Mexico,Total Other (annual),2019,9070699.66443649,175066.40004274063
1871,New Mexico,Total Other (annual),2020,8279920.8768706,-790778.7875658898
1872,New Mexico,Total Petroleum Systems (annual),2012,84429610.310112,
1873,New Mexico,Total Petroleum Systems (annual),2013,89082539.55153601,4652929.241424009
1874,New Mexico,Total Petroleum Systems (annual),2014,89721040.82168,638501.2701439857
1875,New Mexico,Total Petroleum Systems (annual),2015,83886482.13044801,-5834558.691231981
1876,New Mexico,Total Petroleum Systems (annual),2016,77915015.26339199,-5971466.867056027
1877,New Mexico,Total Petroleum Systems (annual),2017,80794265.79859199,2879250.5352
1878,New Mexico,Total Petroleum Systems (annual),2018,83037726.38785599,2243460.5892640054
1879,New Mexico,Total Petroleum Systems (annual),2019,93762173.835312,10724447.447456002
1880,New Mexico,Total Petroleum Systems (annual),2020,87050188.74299201,-6711985.09231998
1881,New Mexico,Total Waste (annual),2012,28811337.781061232,
1882,New Mexico,Total Waste (annual),2013,32560081.765940435,3748743.984879203
1883,New Mexico,Total Waste (annual),2014,34916787.48768556,2356705.721745126
1884,New Mexico,Total Waste (annual),2015,35404032.71072495,487245.22303938866
1885,New Mexico,Total Waste (annual),2016,34494766.46834842,-909266.2423765287
1886,New Mexico,Total Waste (annual),2017,37308005.6027025,2813239.1343540773
1887,New Mexico,Total Waste (annual),2018,39386992.59650511,2078986.9938026145
1888,New Mexico,Total Waste (annual),2019,40001324.771542296,614332.1750371829
1889,New Mexico,Total Waste (annual),2020,38444062.70826468,-1557262.063277617
1890,New York,Total Agriculture (annual),2012,262454311.13312247,
1891,New York,Total Agriculture (annual),2013,265973166.630259,3518855.4971365333
1892,New York,Total Agriculture (annual),2014,276122905.996643,10149739.366384
1893,New York,Total Agriculture (annual),2015,286071229.80514497,9948323.808501959
1894,New York,Total Agriculture (annual),2016,299922508.00277,13851278.197625041
1895,New York,Total Agriculture (annual),2017,301319399.78153,1396891.778760016
1896,New York,Total Agriculture (annual),2018,306944812.262193,5625412.480663002
1897,New York,Total Agriculture (annual),2019,306136129.963845,-808682.2983480096
1898,New York,Total Agriculture (annual),2020,306755489.854608,619359.8907629848
1899,New York,Total Coal Mines (annual),2012,0.0,
1900,New York,Total Coal Mines (annual),2013,0.0,0.0
1901,New York,Total Coal Mines (annual),2014,0.0,0.0
1902,New York,Total Coal Mines (annual),2015,0.0,0.0
1903,New York,Total Coal Mines (annual),2016,0.0,0.0
1904,New York,Total Coal Mines (annual),2017,0.0,0.0
1905,New York,Total Coal Mines (annual),2018,0.0,0.0
1906,New York,Total Coal Mines (annual),2019,0.0,0.0
1907,New York,Total Coal Mines (annual),2020,0.0,0.0
1908,New York,Total Methane (annual),2012,620115833.2479999,
1909,New York,Total Methane (annual),2013,616676832.533504,-3439000.7144958973
1910,New York,Total Methane (annual),2014,635742966.566144,19066134.03263998
1911,New York,Total Methane (annual),2015,651703225.526528,15960258.960384011
1912,New York,Total Methane (annual),2016,625868906.447104,-25834319.079424024
1913,New York,Total Methane (annual),2017,640643242.913792,14774336.466688037
1914,New York,Total Methane (annual),2018,651647023.539456,11003780.625663996
1915,New York,Total Methane (annual),2019,652328331.4195199,681307.8800638914
1916,New York,Total Methane (annual),2020,644045630.990208,-8282700.4293118715
1917,New York,Total Natural Gas Systems (annual),2012,147750522.55696562,
1918,New York,Total Natural Gas Systems (annual),2013,147693439.57208076,-57082.98488485813
1919,New York,Total Natural Gas Systems (annual),2014,145249357.6730186,-2444081.8990621567
1920,New York,Total Natural Gas Systems (annual),2015,145178866.97268102,-70490.70033758879
1921,New York,Total Natural Gas Systems (annual),2016,144503545.12780964,-675321.844871372
1922,New York,Total Natural Gas Systems (annual),2017,143559960.30253977,-943584.8252698779
1923,New York,Total Natural Gas Systems (annual),2018,144370491.8504225,810531.5478827357
1924,New York,Total Natural Gas Systems (annual),2019,143603669.58150175,-766822.2689207494
1925,New York,Total Natural Gas Systems (annual),2020,141003689.1274215,-2599980.454080254
1926,New York,Total Other (annual),2012,22983555.02545525,
1927,New York,Total Other (annual),2013,24906474.968913063,1922919.943457812
1928,New York,Total Other (annual),2014,25098060.16403413,191585.19512106478
1929,New York,Total Other (annual),2015,24078176.763576064,-1019883.4004580639
1930,New York,Total Other (annual),2016,21934983.900471624,-2143192.8631044403
1931,New York,Total Other (annual),2017,26375623.011963934,4440639.11149231
1932,New York,Total Other (annual),2018,29310590.981275752,2934967.9693118185
1933,New York,Total Other (annual),2019,30061108.68349794,750517.7022221871
1934,New York,Total Other (annual),2020,26819433.685495563,-3241674.9980023764
1935,New York,Total Petroleum Systems (annual),2012,9168059.045503998,
1936,New York,Total Petroleum Systems (annual),2013,9799305.876352,631246.830848001
1937,New York,Total Petroleum Systems (annual),2014,10306128.201632,506822.3252800014
1938,New York,Total Petroleum Systems (annual),2015,9934154.719935998,-371973.4816960022
1939,New York,Total Petroleum Systems (annual),2016,9855052.428576,-79102.29135999829
1940,New York,Total Petroleum Systems (annual),2017,9916822.090016,61769.66143999994
1941,New York,Total Petroleum Systems (annual),2018,9221500.41536,-695321.674656
1942,New York,Total Petroleum Systems (annual),2019,9293802.4384,72302.02304000035
1943,New York,Total Petroleum Systems (annual),2020,10201886.159488,908083.7210879996
1944,New York,Total Waste (annual),2012,177759385.9108867,
1945,New York,Total Waste (annual),2013,168304446.77008003,-9454939.140806675
1946,New York,Total Waste (annual),2014,178966512.78158262,10662066.011502594
1947,New York,Total Waste (annual),2015,186440792.19449285,7474279.412910223
1948,New York,Total Waste (annual),2016,149652819.48106095,-36787972.713431895
1949,New York,Total Waste (annual),2017,159471439.32011533,9818619.839054376
1950,New York,Total Waste (annual),2018,161799634.67011666,2328195.350001335
1951,New York,Total Waste (annual),2019,163233619.8215031,1433985.1513864398
1952,New York,Total Waste (annual),2020,159265133.98274285,-3968485.838760257
1953,North Carolina,Total Agriculture (annual),2012,284833478.83328074,
1954,North Carolina,Total Agriculture (annual),2013,280928156.16548663,-3905322.6677941084
1955,North Carolina,Total Agriculture (annual),2014,265174180.67514256,-15753975.490344077
1956,North Carolina,Total Agriculture (annual),2015,289999034.64728487,24824853.97214231
1957,North Carolina,Total Agriculture (annual),2016,296656283.31117666,6657248.663891792
1958,North Carolina,Total Agriculture (annual),2017,298555695.18900776,1899411.8778311014
1959,North Carolina,Total Agriculture (annual),2018,298997685.6651623,441990.4761545658
1960,North Carolina,Total Agriculture (annual),2019,296752110.19421774,-2245575.4709445834
1961,North Carolina,Total Agriculture (annual),2020,299478446.3029391,2726336.1087213755
1962,North Carolina,Total Coal Mines (annual),2012,0.0,
1963,North Carolina,Total Coal Mines (annual),2013,0.0,0.0
1964,North Carolina,Total Coal Mines (annual),2014,0.0,0.0
1965,North Carolina,Total Coal Mines (annual),2015,0.0,0.0
1966,North Carolina,Total Coal Mines (annual),2016,0.0,0.0
1967,North Carolina,Total Coal Mines (annual),2017,0.0,0.0
1968,North Carolina,Total Coal Mines (annual),2018,0.0,0.0
1969,North Carolina,Total Coal Mines (annual),2019,0.0,0.0
1970,North Carolina,Total Coal Mines (annual),2020,0.0,0.0
1971,North Carolina,Total Methane (annual),2012,558033619.340224,
1972,North Carolina,Total Methane (annual),2013,554786411.07472,-3247208.2655040026
1973,North Carolina,Total Methane (annual),2014,545010505.229792,-9775905.844928026
1974,North Carolina,Total Methane (annual),2015,568838558.945568,23828053.715775967
1975,North Carolina,Total Methane (annual),2016,591170847.30704,22332288.36147201
1976,North Carolina,Total Methane (annual),2017,589877657.211232,-1293190.0958080292
1977,North Carolina,Total Methane (annual),2018,604580243.0764799,14702585.865247965
1978,North Carolina,Total Methane (annual),2019,607473683.419392,2893440.342912078
1979,North Carolina,Total Methane (annual),2020,601035604.998528,-6438078.420863986
1980,North Carolina,Total Natural Gas Systems (annual),2012,29715188.06243817,
1981,North Carolina,Total Natural Gas Systems (annual),2013,30645644.82475841,930456.7623202391
1982,North Carolina,Total Natural Gas Systems (annual),2014,31720166.99305344,1074522.1682950296
1983,North Carolina,Total Natural Gas Systems (annual),2015,34737459.89634365,3017292.9032902084
1984,North Carolina,Total Natural Gas Systems (annual),2016,36775879.39777808,2038419.5014344305
1985,North Carolina,Total Natural Gas Systems (annual),2017,36011128.85324769,-764750.5445303917
1986,North Carolina,Total Natural Gas Systems (annual),2018,37896293.05400992,1885164.2007622346
1987,North Carolina,Total Natural Gas Systems (annual),2019,38986885.76439685,1090592.7103869244
1988,North Carolina,Total Natural Gas Systems (annual),2020,39872038.22244837,885152.458051525
1989,North Carolina,Total Other (annual),2012,14291455.712664189,
1990,North Carolina,Total Other (annual),2013,15825450.232474657,1533994.519810468
1991,North Carolina,Total Other (annual),2014,15889268.111962454,63817.87948779762
1992,North Carolina,Total Other (annual),2015,15522068.154164216,-367199.95779823884
1993,North Carolina,Total Other (annual),2016,14706890.821797304,-815177.3323669117
1994,North Carolina,Total Other (annual),2017,11702109.894470004,-3004780.9273272995
1995,North Carolina,Total Other (annual),2018,12735470.906604609,1033361.0121346042
1996,North Carolina,Total Other (annual),2019,12951075.081408672,215604.1748040635
1997,North Carolina,Total Other (annual),2020,11769898.463913703,-1181176.6174949687
1998,North Carolina,Total Petroleum Systems (annual),2012,0.0,
1999,North Carolina,Total Petroleum Systems (annual),2013,0.0,0.0
2000,North Carolina,Total Petroleum Systems (annual),2014,0.0,0.0
2001,North Carolina,Total Petroleum Systems (annual),2015,0.0,0.0
2002,North Carolina,Total Petroleum Systems (annual),2016,0.0,0.0
2003,North Carolina,Total Petroleum Systems (annual),2017,0.0,0.0
2004,North Carolina,Total Petroleum Systems (annual),2018,0.0,0.0
2005,North Carolina,Total Petroleum Systems (annual),2019,0.0,0.0
2006,North Carolina,Total Petroleum Systems (annual),2020,0.0,0.0
2007,North Carolina,Total Waste (annual),2012,229193494.8782465,
2008,North Carolina,Total Waste (annual),2013,227387160.66421077,-1806334.2140357196
2009,North Carolina,Total Waste (annual),2014,232226889.1687233,4839728.504512519
2010,North Carolina,Total Waste (annual),2015,228579991.0838096,-3646898.084913671
2011,North Carolina,Total Waste (annual),2016,243031795.45556065,14451804.37175104
2012,North Carolina,Total Waste (annual),2017,243608724.52371603,576929.0681553781
2013,North Carolina,Total Waste (annual),2018,254950795.5977102,11342071.07399416
2014,North Carolina,Total Waste (annual),2019,258783610.6921972,3832815.0944870114
2015,North Carolina,Total Waste (annual),2020,249915222.7331216,-8868387.9590756
2016,North Dakota,Total Agriculture (annual),2012,178412066.130944,
2017,North Dakota,Total Agriculture (annual),2013,190168678.585344,11756612.454399973
2018,North Dakota,Total Agriculture (annual),2014,186306478.112256,-3862200.4730879962
2019,North Dakota,Total Agriculture (annual),2015,179867452.421632,-6439025.690623999
2020,North Dakota,Total Agriculture (annual),2016,187572678.705152,7705226.283520013
2021,North Dakota,Total Agriculture (annual),2017,197869704.910336,10297026.205183983
2022,North Dakota,Total Agriculture (annual),2018,197774781.902336,-94923.00799998641
2023,North Dakota,Total Agriculture (annual),2019,198152065.87904,377283.9767040014
2024,North Dakota,Total Agriculture (annual),2020,197249005.605888,-903060.2731519938
2025,North Dakota,Total Coal Mines (annual),2012,0.0,
2026,North Dakota,Total Coal Mines (annual),2013,0.0,0.0
2027,North Dakota,Total Coal Mines (annual),2014,0.0,0.0
2028,North Dakota,Total Coal Mines (annual),2015,0.0,0.0
2029,North Dakota,Total Coal Mines (annual),2016,0.0,0.0
2030,North Dakota,Total Coal Mines (annual),2017,0.0,0.0
2031,North Dakota,Total Coal Mines (annual),2018,0.0,0.0
2032,North Dakota,Total Coal Mines (annual),2019,0.0,0.0
2033,North Dakota,Total Coal Mines (annual),2020,0.0,0.0
2034,North Dakota,Total Methane (annual),2012,400513858.126336,
2035,North Dakota,Total Methane (annual),2013,423064989.576192,22551131.449856043
2036,North Dakota,Total Methane (annual),2014,441161850.24,18096860.66380799
2037,North Dakota,Total Methane (annual),2015,427759145.204224,-13402705.03577602
2038,North Dakota,Total Methane (annual),2016,409971729.826816,-17787415.377407968
2039,North Dakota,Total Methane (annual),2017,450767848.38144,40796118.55462396
2040,North Dakota,Total Methane (annual),2018,453975002.939392,3207154.557951987
2041,North Dakota,Total Methane (annual),2019,467059688.99584,13084686.056448042
2042,North Dakota,Total Methane (annual),2020,428097645.605888,-38962043.389952004
2043,North Dakota,Total Natural Gas Systems (annual),2012,74999184.955165,
2044,North Dakota,Total Natural Gas Systems (annual),2013,77582719.9660685,2583535.0109035075
2045,North Dakota,Total Natural Gas Systems (annual),2014,82377937.5814565,4795217.615387991
2046,North Dakota,Total Natural Gas Systems (annual),2015,91544465.865439,9166528.2839825
2047,North Dakota,Total Natural Gas Systems (annual),2016,88113080.742425,-3431385.123014003
2048,North Dakota,Total Natural Gas Systems (annual),2017,116508222.19212,28395141.449695006
2049,North Dakota,Total Natural Gas Systems (annual),2018,92217142.73733851,-24291079.454781488
2050,North Dakota,Total Natural Gas Systems (annual),2019,94677340.13721149,2460197.3998729736
2051,North Dakota,Total Natural Gas Systems (annual),2020,91275644.41230252,-3401695.724908963
2052,North Dakota,Total Other (annual),2012,3550557.5831079995,
2053,North Dakota,Total Other (annual),2013,3577999.2778620003,27441.694754000753
2054,North Dakota,Total Other (annual),2014,3642984.619884,64985.34202199988
2055,North Dakota,Total Other (annual),2015,3422700.485126,-220284.13475800026
2056,North Dakota,Total Other (annual),2016,3314693.0671840003,-108007.41794199962
2057,North Dakota,Total Other (annual),2017,3355734.668892,41041.601707999595
2058,North Dakota,Total Other (annual),2018,3377005.24352,21270.574628000148
2059,North Dakota,Total Other (annual),2019,3306185.76629,-70819.47722999984
2060,North Dakota,Total Other (annual),2020,3072447.0471260003,-233738.7191639999
2061,North Dakota,Total Petroleum Systems (annual),2012,121356956.424704,
2062,North Dakota,Total Petroleum Systems (annual),2013,132304032.183168,10947075.758463994
2063,North Dakota,Total Petroleum Systems (annual),2014,141991125.61849597,9687093.435327977
2064,North Dakota,Total Petroleum Systems (annual),2015,129539693.859584,-12451431.758911967
2065,North Dakota,Total Petroleum Systems (annual),2016,108579954.715488,-20959739.144096002
2066,North Dakota,Total Petroleum Systems (annual),2017,112517530.28032,3937575.564832002
